#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
Bacillus subtilis subsp. subtilis,Bacteria;Terrabacteria group;Firmicutes,UCMB5121,SAMN14479758,PRJNA616328,GCA_012648205.1,Complete,4.05983,43.8,chromosome:NZ_CP051465.1/CP051465.1,,1,3984,2020-04-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/648/205/GCA_012648205.1_ASM1264820v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/648/205/GCF_012648205.1_ASM1264820v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,R-06-OCP2,SAMN15705249,PRJNA644637,GCA_019748415.1,Contig,4.05971,43.7,,JACLBO01,31,3931,2021-08-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/748/415/GCA_019748415.1_ASM1974841v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/748/415/GCF_019748415.1_ASM1974841v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,A29,SAMN10787356,PRJNA516331,GCA_004294535.1,Contig,4.05943,43.8,,SHOD01,21,4030,2019-02-24T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/294/535/GCF_004294535.1_ASM429453v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,SRCM104008,SAMN10743274,PRJNA515120,GCA_004101485.1,Complete,4.05853,43.8,chromosome:NZ_CP035167.1/CP035167.1,,1,3955,2019-01-22T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/101/485/GCF_004101485.1_ASM410148v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,S16,SAMN28044975,PRJNA833922,GCA_023369715.1,Complete,4.0585,43.8,chromosome:NZ_CP097130.1/CP097130.1,,1,3954,2022-05-14T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/369/715/GCA_023369715.1_ASM2336971v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/369/715/GCF_023369715.1_ASM2336971v1
Bacillus subtilis TO-A,Bacteria;Terrabacteria group;Firmicutes,TO-A,SAMN02183432,PRJNA205982,GCA_000737405.1,Complete,4.05749,43.8,chromosome:NZ_CP005997.1/CP005997.1,,1,4050,2014-08-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/737/405/GCA_000737405.1_ASM73740v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/737/405/GCF_000737405.1_ASM73740v1
Bacillus subtilis subsp. subtilis,Bacteria;Terrabacteria group;Firmicutes,DE0515,SAMN11792675,PRJNA543692,GCA_007666785.1,Contig,4.05748,43.4,,VDPV01,258,4109,2019-07-30T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/666/785/GCF_007666785.1_ASM766678v1
Bacillus subtilis subsp. subtilis,Bacteria;Terrabacteria group;Firmicutes,CU1050,SAMN04420251,PRJNA309082,GCA_001541905.1,Complete,4.05628,43.9,chromosome:NZ_CP014166.1/CP014166.1,,1,4021,2016-01-27T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/541/905/GCF_001541905.1_ASM154190v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,MGYG-HGUT-00012,SAMEA5849513,PRJEB33885,GCA_902362345.1,Scaffold,4.05581,43.9,,CABIVP01,14,3941,2019-08-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/362/345/GCA_902362345.1_MGYG-HGUT-00012,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/362/345/GCF_902362345.1_MGYG-HGUT-00012
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,PS-13,SAMN08637080,PRJNA437002,GCA_018122535.1,Scaffold,4.05453,43.7,,VBRL01,96,4002,2021-04-21T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/122/535/GCA_018122535.1_ASM1812253v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/122/535/GCF_018122535.1_ASM1812253v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,2796,SAMN30152234,PRJNA548684,GCA_024653155.1,Contig,4.05427,43.5,,JANLFF01,29,4160,2022-08-14T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/653/155/GCF_024653155.1_ASM2465315v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,170005,SAMN15946990,PRJNA660353,GCA_014489275.1,Contig,4.05209,43.5,,JACTAU01,23,4050,2020-09-05T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/489/275/GCA_014489275.1_ASM1448927v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/489/275/GCF_014489275.1_ASM1448927v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,SRCM103551,SAMN10754253,PRJNA515367,GCA_004103555.1,Complete,4.05156,43.7,chromosome:NZ_CP035230.1/CP035230.1,,1,4038,2019-01-23T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/103/555/GCF_004103555.1_ASM410355v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,RO-FF-1,SAMN15703852,PRJNA650388,GCA_014498985.1,Scaffold,4.05147,44,,JACJGC01,331,3994,2020-09-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/498/985/GCA_014498985.1_ASM1449898v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/498/985/GCF_014498985.1_ASM1449898v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,S2794,SAMN27023765,PRJNA548684,GCA_022832445.1,Contig,4.05145,43.5,,JALHKW01,32,4132,2022-04-06T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/832/445/GCA_022832445.1_ASM2283244v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/832/445/GCF_022832445.1_ASM2283244v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,PMKI-8-D,SAMN12518057,PRJNA559089,GCA_014856585.1,Contig,4.05065,43.4,,VXJD01,120,4012,2020-10-06T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/856/585/GCA_014856585.1_ASM1485658v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/856/585/GCF_014856585.1_ASM1485658v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,Bs96,SAMN24256086,PRJNA782740,GCA_024706255.1,Complete,4.0501,43.7,chromosome:NZ_CP090125.1/CP090125.1,,1,3963,2022-08-17T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/706/255/GCF_024706255.1_ASM2470625v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,BA20,SAMN31063643,PRJNA839150,GCA_025798495.1,Contig,4.05009,43.6,,JAOTES01,15,4010,2022-10-23T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/798/495/GCF_025798495.1_ASM2579849v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,7772,SAMN07372731,PRJNA395369,GCA_002271425.1,Contig,4.05001,43.7,,NPDB01,73,4006,2017-08-28T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/271/425/GCF_002271425.1_assembly-7772_v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,XP,SAMN18642587,PRJNA720216,GCA_025914075.1,Complete,4.04986,43.6,chromosome:NZ_CP072845.1/CP072845.1,,1,4018,2022-10-31T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/914/075/GCF_025914075.1_ASM2591407v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,BA08,SAMN31063642,PRJNA839150,GCA_025798485.1,Contig,4.04986,43.6,,JAOTER01,14,4007,2022-10-23T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/798/485/GCF_025798485.1_ASM2579848v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,B4073,SAMN03174423,PRJNA266797,GCA_000830715.1,Scaffold,4.04979,43.3,,JXHP01,100,4041,2015-02-02T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/830/715/GCA_000830715.1_ASM83071v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/830/715/GCF_000830715.1_ASM83071v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,AM1002,SAMN21479894,PRJNA764204,GCA_020176885.1,Contig,4.04954,43.7,,JAIWHY01,14,4008,2021-09-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/176/885/GCA_020176885.1_ASM2017688v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/176/885/GCF_020176885.1_ASM2017688v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,MSP5,SAMN13229351,PRJNA588166,GCA_009676665.1, Chromosome,4.04948,43.7,chromosome:NZ_CP046047.1/CP046047.1,,1,4006,2019-11-20T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/676/665/GCF_009676665.1_ASM967666v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,MSP1,SAMN12905683,PRJNA575631,GCA_009017455.1, Chromosome,4.04944,43.7,chromosome:NZ_CP045006.1/CP045006.1,,1,4007,2019-10-13T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/017/455/GCF_009017455.1_ASM901745v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,UBBS-14,SAMN10246063,PRJNA493554,GCA_003710285.1,Contig,4.04898,43.7,,RDEZ01,34,3996,2018-11-04T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/710/285/GCF_003710285.1_ASM371028v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,MER 89,SAMN27921990,PRJNA832800,GCA_023714065.1,Contig,4.04843,43.7,,JAMAUY01,73,3997,2022-06-13T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/714/065/GCA_023714065.1_ASM2371406v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/714/065/GCF_023714065.1_ASM2371406v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,TA 104,SAMN27922083,PRJNA832800,GCA_023712285.1,Contig,4.04833,43.8,,JAMAYN01,78,3991,2022-06-13T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/712/285/GCA_023712285.1_ASM2371228v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/712/285/GCF_023712285.1_ASM2371228v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,179-A4 HS,SAMN19102930,PRJNA728748,GCA_019038065.1,Contig,4.04785,43.7,,JAHHZE01,12,3911,2021-06-25T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/038/065/GCA_019038065.1_ASM1903806v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/038/065/GCF_019038065.1_ASM1903806v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,SRCM102751,SAMN08707594,PRJNA438180,GCA_009913575.1,Complete,4.04768,43.9,chromosome:NZ_CP028217.1/CP028217.1,,1,3955,2020-01-22T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/913/575/GCF_009913575.1_ASM991357v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,PS-216,SAMN08637096,PRJNA437002,GCA_018122445.1,Scaffold,4.04707,43.7,,VBRQ01,132,3983,2021-04-21T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/122/445/GCA_018122445.1_ASM1812244v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/122/445/GCF_018122445.1_ASM1812244v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,7702,SAMN07372715,PRJNA395369,GCA_002272405.1,Contig,4.04687,43.7,,NPCN01,69,4009,2017-08-28T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/272/405/GCF_002272405.1_assembly-7702_v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,4-4,SAMN31063641,PRJNA839150,GCA_025798525.1,Contig,4.04665,43.6,,JAOTEQ01,14,4009,2022-10-23T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/798/525/GCF_025798525.1_ASM2579852v1
Bacillus subtilis subsp. subtilis,Bacteria;Terrabacteria group;Firmicutes,SRCM101384,SAMN07276667,PRJNA391834,GCA_002906075.1,Contig,4.04663,43.4,,NJPW01,15,3974,2018-01-29T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/906/075/GCF_002906075.1_ASM290607v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,M9,SAMN10036102,PRJNA490414,GCA_003694695.1,Contig,4.04595,43.5,,RFFO01,37,4088,2018-10-29T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/694/695/GCF_003694695.1_ASM369469v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,FDAARGOS_606,SAMN10346770,PRJNA231221,GCA_006364495.1,Complete,4.04562,43.9,chromosome:NZ_CP041015.1/CP041015.1,,1,3886,2019-06-19T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/364/495/GCF_006364495.1_ASM636449v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,DE0544,SAMN11792704,PRJNA543692,GCA_007666235.1,Scaffold,4.0448,43.5,,VDOU01,211,4121,2019-07-30T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/666/235/GCF_007666235.1_ASM766623v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,TNW1(2019),SAMN13927445,PRJNA603289,GCA_010614705.1,Contig,4.04473,43.5,,JAAEBH01,23,4073,2020-02-14T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/614/705/GCA_010614705.1_ASM1061470v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/614/705/GCF_010614705.1_ASM1061470v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,JRS9,SAMEA3484408,PRJEB9876,GCA_001286745.1,Contig,4.04436,43.7,,CYHS01,125,4028,2015-08-27T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/286/745/GCF_001286745.1_Bacillus_JRS9
Bacillus subtilis subsp. subtilis str. BSP1,Bacteria;Terrabacteria group;Firmicutes,BSP1,SAMN02603212,PRJNA166925,GCA_000321395.1,Complete,4.04375,43.9,chromosome:NC_019896.1/CP003695.1,,1,3790,2012-12-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/321/395/GCA_000321395.1_ASM32139v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/321/395/GCF_000321395.1_ASM32139v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,DC11,SAMN31213644,PRJNA888264,GCA_025728295.1,Contig,4.0431,43.7,,JAOWBV01,34,4003,2022-10-17T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/728/295/GCF_025728295.1_ASM2572829v1
Bacillus subtilis BEST7003,Bacteria;Terrabacteria group;Firmicutes,BEST7003,SAMD00061007,PRJDB111,GCA_000523045.1,Complete,4.04304,43.9,chromosome:NZ_AP012496.1/AP012496.1,,1,4021,2012-10-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/523/045/GCA_000523045.1_ASM52304v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/523/045/GCF_000523045.1_ASM52304v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,50-1,SAMN06806502,PRJNA383782,GCA_003184225.1,Complete,4.04084,43.9,chromosome:NZ_CP020915.1/CP020915.1,,1,3980,2018-06-04T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/184/225/GCF_003184225.1_ASM318422v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,CVTS6,SAMN28689866,PRJNA769239,GCA_024241215.1,Scaffold,4.04019,43.7,,JANBMP01,13,4008,2022-07-12T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/241/215/GCF_024241215.1_ASM2424121v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,PK5_16,SAMN08362828,PRJNA398615,GCA_023521475.1,Complete,4.04003,43.8,chromosome:NZ_CP026036.1/CP026036.1,,1,3922,2022-05-23T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/521/475/GCA_023521475.1_ASM2352147v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/521/475/GCF_023521475.1_ASM2352147v1
Bacillus subtilis subsp. subtilis str. OH 131.1,Bacteria;Terrabacteria group;Firmicutes,OH 131.1,SAMN02673193,PRJNA221154,GCA_000706705.1,Complete,4.03916,43.8,chromosome:NZ_CP007409.1/CP007409.1,,1,3950,2014-06-13T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/706/705/GCA_000706705.1_ASM70670v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/706/705/GCF_000706705.1_ASM70670v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,S3B,SAMN14448132,PRJNA615382,GCA_012029855.1,Contig,4.03891,43.7,,JAAUXE01,6,3910,2020-04-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/029/855/GCA_012029855.1_ASM1202985v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/029/855/GCF_012029855.1_ASM1202985v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,NRS6120,SAMEA8103435,PRJEB43128,GCA_905312035.1,Contig,4.0388,43.2,,CAJNQA01,203,4024,2021-05-07T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/312/035/GCA_905312035.1_NRS6120,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/905/312/035/GCF_905312035.1_NRS6120
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,B72,SAMN28099767,PRJNA835306,GCA_023509705.1,Scaffold,4.03866,43.7,,JAMDFN01,33,3956,2022-05-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/509/705/GCA_023509705.1_ASM2350970v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/509/705/GCF_023509705.1_ASM2350970v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,FJAT-14262a,SAMN03835251,PRJNA288623,GCA_001278955.1,Scaffold,4.03855,43.7,,LGRW01,12,4011,2015-09-04T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/278/955/GCF_001278955.1_ASM127895v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,BSY28,SAMN21874022,PRJNA766719,GCA_020251265.1,Contig,4.0385,43.7,,JAIWYY01,12,3997,2021-10-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/251/265/GCA_020251265.1_ASM2025126v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/251/265/GCF_020251265.1_ASM2025126v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,S/N-302-OC-B1,SAMN15705241,PRJNA644637,GCA_019748555.1,Contig,4.03849,43.7,,JACLBV01,30,3863,2021-08-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/748/555/GCA_019748555.1_ASM1974855v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/748/555/GCF_019748555.1_ASM1974855v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,ACCC 11025,SAMN19238141,PRJNA730659,GCA_018530835.1,Scaffold,4.03773,43.7,,JAHDIV01,10,3908,2021-05-26T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/530/835/GCA_018530835.1_ASM1853083v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/530/835/GCF_018530835.1_ASM1853083v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,N2-10,SAMN28827339,PRJNA844542,GCA_023702085.1,Complete,4.0369,43.9,chromosome:NZ_CP098417.1/CP098417.1,,1,3929,2022-06-11T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/702/085/GCA_023702085.1_ASM2370208v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/702/085/GCF_023702085.1_ASM2370208v1
Bacillus subtilis subsp. subtilis,Bacteria;Terrabacteria group;Firmicutes,Y3,SAMN04419588,PRJNA309052,GCA_001661555.1,Contig,4.03575,43.9,,LRFK01,20,3956,2016-06-10T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/661/555/GCF_001661555.1_ASM166155v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,S11Y,SAMN21508260,PRJNA764550,GCA_020166055.1,Contig,4.03564,43.4,,JAIUDR01,86,4024,2021-09-25T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/166/055/GCA_020166055.1_ASM2016605v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/166/055/GCF_020166055.1_ASM2016605v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,SRCM103696,SAMN10790860,PRJNA516534,GCA_004119595.1,Complete,4.03521,43.8,chromosome:NZ_CP035394.1/CP035394.1,,1,3978,2019-01-30T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/119/595/GCF_004119595.1_ASM411959v1
Bacillus subtilis QH-1,Bacteria;Terrabacteria group;Firmicutes,QH-1,SAMN02951917,PRJNA231890,GCA_000582885.1,Contig,4.03404,43.7,,AZQS01,11,4047,2014-02-27T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/582/885/GCA_000582885.1_QH-1_V1.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/582/885/GCF_000582885.1_QH-1_V1.0
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,AB1,SAMN30604164,PRJNA875148,GCA_025061465.1,Scaffold,4.03379,43.7,,JANYMH01,9,3998,2022-09-07T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/061/465/GCF_025061465.1_ASM2506146v1
Bacillus subtilis PY79,Bacteria;Terrabacteria group;Firmicutes,PY79,SAMN02641633,PRJNA225627,GCA_000497485.1,Complete,4.03346,43.8,chromosome:NC_022898.1/CP006881.1,,1,4014,2013-11-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/497/485/GCA_000497485.1_ASM49748v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/497/485/GCF_000497485.1_ASM49748v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,NRS6084,SAMEA8103421,PRJEB43128,GCA_905311025.1,Contig,4.03116,43.6,,CAJNPP01,49,4068,2021-05-07T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/311/025/GCA_905311025.1_NRS6084,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/905/311/025/GCF_905311025.1_NRS6084
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,KM,SAMN02903556,PRJNA254928,GCA_001742365.1,Contig,4.03096,43.7,,JWHP01,12,3990,2016-09-22T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/742/365/GCF_001742365.1_ASM174236v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,type strain: N,SAMEA1025530,PRJEB2395,GCA_001342275.1,Contig,4.03093,43.7,,CHTU01,13,3974,2015-04-21T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/342/275/GCF_001342275.1_6755_6_9
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,Z2,SAMN30914362,PRJNA881726,GCA_025426155.1,Complete,4.03087,43.9,chromosome:NZ_CP104855.1/CP104855.1,,1,3915,2022-09-27T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/426/155/GCF_025426155.1_ASM2542615v1
Bacillus subtilis subsp. subtilis,Bacteria;Terrabacteria group;Firmicutes,BSD-2,SAMN04320556,PRJNA305223,GCA_001465815.1,Complete,4.03084,43.9,chromosome:NZ_CP013654.1/CP013654.1,,1,3897,2015-12-14T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/465/815/GCF_001465815.1_ASM146581v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,MEC_B298,SAMN29498062,PRJNA855594,GCA_024220155.1,Complete,4.03083,43.9,chromosome:NZ_CP100436.1/CP100436.1,,1,3899,2022-07-12T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/220/155/GCF_024220155.1_ASM2422015v1
Bacillus subtilis subsp. subtilis,Bacteria;Terrabacteria group;Firmicutes,ps4060,SAMN20825297,PRJNA755476,GCA_025809235.1,Complete,4.03081,43.9,chromosome:NZ_CP081458.1/CP081458.1,,1,3878,2022-10-24T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/809/235/GCF_025809235.1_ASM2580923v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,BYS2,SAMN19091144,PRJNA726833,GCA_018394175.1,Complete,4.03079,43.9,chromosome:NZ_CP074571.1/CP074571.1,,1,3898,2021-05-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/394/175/GCA_018394175.1_ASM1839417v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/394/175/GCF_018394175.1_ASM1839417v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,CRN 16,SAMN14531568,PRJNA622881,GCA_013266935.1,Scaffold,4.03049,43.7,,JABRVH01,91,3910,2020-06-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/266/935/GCA_013266935.1_ASM1326693v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/266/935/GCF_013266935.1_ASM1326693v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,AG4,SAMN06066714,PRJNA355231,GCA_001996305.1,Contig,4.03024,43.8,,MQSW01,35,3975,2017-02-13T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/996/305/GCF_001996305.1_ASM199630v1
