#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","ATCC 19115","SAMD00023520","PRJDB3368","GCA_001652975.1","Contig",2.89313,38,,"BBRR01",71,0,"2016-04-01T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/652/975/GCF_001652975.1_ASM165297v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","LMO10","SAMN04167096","PRJNA298848","GCA_001483225.1","Contig",2.95269,37.9,,"LLVR01",156,942,"2015-12-29T00:00:00Z",,
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","LMO9","SAMN04166210","PRJNA298656","GCA_001400985.1","Contig",2.97874,37.9,,"LLKA01",176,923,"2015-10-20T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/400/985/GCF_001400985.1_ASM140098v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","5476","SAMEA103917904","PRJEB20033","GCA_900169735.1","Contig",3.51285,38.4,,"FWEC01",2107,0,"2017-03-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/169/735/GCA_900169735.1_5476",
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","LM55","SAMEA3466601","PRJEB9682","GCA_001496975.1","Contig",2.60187,38.1,,"CWNC01",957,0,"2015-12-12T00:00:00Z",,
"Listeria monocytogenes LO28","Bacteria;Terrabacteria group;Firmicutes","LO28","SAMN02415206","PRJNA17329","GCA_000168675.1","Scaffold",2.67558,37.8,,"AARY02",1150,0,"2006-10-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/168/675/GCA_000168675.1_ASM16867v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/168/675/GCF_000168675.1_ASM16867v1"
"Listeria monocytogenes FSL F6-684","Bacteria;Terrabacteria group;Firmicutes","FSL F6-684","SAMN02742052","PRJNA184060","GCA_000525815.1","Contig",2.84596,37.9,,"AODC01",34,2682,"2014-01-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/525/815/GCA_000525815.1_LmonocytogenesType","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/525/815/GCF_000525815.1_LmonocytogenesType"
"Listeria monocytogenes FSL J1-208","Bacteria;Terrabacteria group;Firmicutes","FSL J1-208","SAMN01121066","PRJNA17303","GCA_000168435.1","Scaffold",1.96374,37.7,,"AARL02",1660,0,"2006-10-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/168/435/GCA_000168435.1_ASM16843v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/168/435/GCF_000168435.1_ASM16843v1"
"Listeria monocytogenes FSL F2-515","Bacteria;Terrabacteria group;Firmicutes","FSL F2-515","SAMN00777160","PRJNA17297","GCA_000168375.1","Scaffold",1.816,37.4,,"AARI02",1728,0,"2006-10-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/168/375/GCA_000168375.1_ASM16837v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/168/375/GCF_000168375.1_ASM16837v1"
"Listeria monocytogenes FSL J2-071","Bacteria;Terrabacteria group;Firmicutes","FSL J2-071","SAMN02415202","PRJNA17307","GCA_000168475.1","Contig",2.85371,38.1,,"AARN04",53,2717,"2006-10-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/168/475/GCA_000168475.1_ASM16847v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/168/475/GCF_000168475.1_ASM16847v1"
"Listeria monocytogenes 36-25-1","Bacteria;Terrabacteria group;Firmicutes","36-25-1","SAMD00036754","PRJDB1430","GCA_000534895.1","Contig",2.95344,37.8,,"BASN01",122,37,"2014-01-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/534/895/GCA_000534895.1_ASM53489v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/534/895/GCF_000534895.1_ASM53489v1"
"Listeria monocytogenes FSL J2-064","Bacteria;Terrabacteria group;Firmicutes","FSL J2-064","SAMN02415203","PRJNA17309","GCA_000168495.1","Scaffold",2.8287,37.9,,"AARO02",545,0,"2006-10-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/168/495/GCA_000168495.1_ASM16849v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/168/495/GCF_000168495.1_ASM16849v1"
"Listeria monocytogenes FSL J2-003","Bacteria;Terrabacteria group;Firmicutes","FSL J2-003","SAMN02415201","PRJNA17305","GCA_000168455.1","Contig",2.74164,37.8,,"AARM02",795,0,"2006-10-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/168/455/GCA_000168455.1_ASM16845v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/168/455/GCF_000168455.1_ASM16845v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","C7","SAMN14260765","PRJNA609411","GCA_018604305.1","Complete",3.08162,37.9,"chromosome:NZ_CP075872.1/CP075872.1",,1,3033,"2021-06-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/604/305/GCA_018604305.1_ASM1860430v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/604/305/GCF_018604305.1_ASM1860430v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","C3","SAMN14260850","PRJNA609411","GCA_018336635.1","Complete",3.081,37.9,"chromosome:NZ_CP050028.1/CP050028.1",,1,3031,"2021-05-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/336/635/GCA_018336635.1_ASM1833663v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/336/635/GCF_018336635.1_ASM1833663v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","CH3K-","SAMN14260851","PRJNA609411","GCA_018336675.1","Complete",3.08019,37.9,"chromosome:NZ_CP050029.1/CP050029.1",,1,3033,"2021-05-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/336/675/GCA_018336675.1_ASM1833667v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/336/675/GCF_018336675.1_ASM1833667v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","ScottA","SAMN07763686","PRJNA413700","GCA_009866905.1","Complete",3.03081,37.9,"chromosome:NZ_CP023862.1/CP023862.1",,1,2934,"2020-01-14T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/866/905/GCF_009866905.1_ASM986690v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","MF4624","SAMN08056485","PRJNA419519","GCA_002843525.1","Complete",3.09388,37.9612,"chromosome:NZ_CP025259.1/CP025259.1; plasmid pMF4624:NZ_CP025260.1/CP025260.1",,2,3030,"2017-12-17T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/843/525/GCF_002843525.1_ASM284352v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","MF6172","SAMN08056488","PRJNA419519","GCA_002848485.1","Complete",3.09376,37.9612,"chromosome:NZ_CP025440.1/CP025440.1; plasmid pMF6172:NZ_CP025441.1/CP025441.1",,2,3032,"2017-12-28T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/848/485/GCF_002848485.1_ASM284848v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","MF4697","SAMN08056487","PRJNA419519","GCA_002848465.1","Complete",3.09357,37.9612,"chromosome:NZ_CP025438.1/CP025438.1; plasmid pMF4697:NZ_CP025439.1/CP025439.1",,2,3031,"2017-12-28T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/848/465/GCF_002848465.1_ASM284846v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","N13-1407","SAMN09947998","PRJNA486730","GCA_003587695.1","Contig",2.99358,37.8,,"QYDT01",12,2939,"2018-09-21T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/587/695/GCF_003587695.1_ASM358769v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","N11-2215","SAMN09947896","PRJNA486730","GCA_003589205.1","Contig",2.95844,37.8,,"QYHR01",13,2919,"2018-09-21T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/589/205/GCF_003589205.1_ASM358920v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","N20-0674","SAMN15325589","PRJNA640586","GCA_013402265.1","Contig",2.87987,37.9,,"JACAUS01",20,2679,"2020-07-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/402/265/GCA_013402265.1_ASM1340226v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/402/265/GCF_013402265.1_ASM1340226v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","N20-0662","SAMN15325587","PRJNA640586","GCA_013402325.1","Contig",2.87969,37.9,,"JACAUU01",16,2678,"2020-07-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/402/325/GCA_013402325.1_ASM1340232v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/402/325/GCF_013402325.1_ASM1340232v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","N20-0656","SAMN15325586","PRJNA640586","GCA_013402375.1","Contig",2.87992,37.9,,"JACAUV01",17,2676,"2020-07-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/402/375/GCA_013402375.1_ASM1340237v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/402/375/GCF_013402375.1_ASM1340237v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","N20-0605","SAMN15325583","PRJNA640586","GCA_013402415.1","Contig",2.87985,37.9,,"JACAUY01",17,2675,"2020-07-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/402/415/GCA_013402415.1_ASM1340241v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/402/415/GCF_013402415.1_ASM1340241v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","N20-0571","SAMN15325582","PRJNA640586","GCA_013402435.1","Contig",2.87974,37.9,,"JACAUZ01",16,2678,"2020-07-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/402/435/GCA_013402435.1_ASM1340243v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/402/435/GCF_013402435.1_ASM1340243v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","N20-0505","SAMN15325581","PRJNA640586","GCA_013402445.1","Contig",2.87969,37.9,,"JACAVA01",17,2676,"2020-07-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/402/445/GCA_013402445.1_ASM1340244v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/402/445/GCF_013402445.1_ASM1340244v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","N20-0137","SAMN15325579","PRJNA640586","GCA_013402455.1","Contig",2.87997,37.9,,"JACAVC01",20,2676,"2020-07-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/402/455/GCA_013402455.1_ASM1340245v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/402/455/GCF_013402455.1_ASM1340245v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","N20-0245","SAMN15325580","PRJNA640586","GCA_013402465.1","Contig",2.87954,37.9,,"JACAVB01",15,2676,"2020-07-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/402/465/GCA_013402465.1_ASM1340246v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/402/465/GCF_013402465.1_ASM1340246v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","N20-759","SAMN15375882","PRJNA640586","GCA_017589755.1","Contig",2.87985,37.9,,"JABZES01",16,2711,"2021-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/589/755/GCA_017589755.1_ASM1758975v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/589/755/GCF_017589755.1_ASM1758975v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","A13","SAMN05410749","PRJNA329415","GCA_001709895.1","Contig",2.884,37.9,,"MDRQ01",22,2784,"2016-08-24T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/709/895/GCF_001709895.1_ASM170989v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","N18-1399","SAMN15325578","PRJNA640586","GCA_013402515.1","Contig",2.87766,37.9,,"JACAVD01",13,2670,"2020-07-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/402/515/GCA_013402515.1_ASM1340251v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/402/515/GCF_013402515.1_ASM1340251v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","N18-1398","SAMN15325577","PRJNA640586","GCA_013402545.1","Contig",2.878,37.9,,"JACAVE01",13,2671,"2020-07-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/402/545/GCA_013402545.1_ASM1340254v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/402/545/GCF_013402545.1_ASM1340254v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","N18-1093","SAMN15325573","PRJNA640586","GCA_013402615.1","Contig",2.8765,37.9,,"JACAVI01",16,2674,"2020-07-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/402/615/GCA_013402615.1_ASM1340261v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/402/615/GCF_013402615.1_ASM1340261v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","N20-0664","SAMN15325588","PRJNA640586","GCA_013402315.1","Contig",2.87944,37.9,,"JACAUT01",15,2676,"2020-07-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/402/315/GCA_013402315.1_ASM1340231v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/402/315/GCF_013402315.1_ASM1340231v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","N20-0655","SAMN15325585","PRJNA640586","GCA_013402355.1","Contig",2.87962,37.9,,"JACAUW01",17,2677,"2020-07-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/402/355/GCA_013402355.1_ASM1340235v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/402/355/GCF_013402355.1_ASM1340235v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","N20-0626","SAMN15325584","PRJNA640586","GCA_013402365.1","Contig",2.87957,37.9,,"JACAUX01",16,2676,"2020-07-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/402/365/GCA_013402365.1_ASM1340236v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/402/365/GCF_013402365.1_ASM1340236v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","N20-767","SAMN15375883","PRJNA640586","GCA_017589775.1","Contig",2.87941,37.9,,"JABZER01",15,2709,"2021-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/589/775/GCA_017589775.1_ASM1758977v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/589/775/GCF_017589775.1_ASM1758977v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","N20-761","SAMN15375884","PRJNA640586","GCA_017589795.1","Contig",2.87945,37.9,,"JABZEQ01",17,2710,"2021-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/589/795/GCA_017589795.1_ASM1758979v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/589/795/GCF_017589795.1_ASM1758979v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","N20-757","SAMN15375881","PRJNA640586","GCA_017589815.1","Contig",2.87954,37.9,,"JABZET01",17,2711,"2021-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/589/815/GCA_017589815.1_ASM1758981v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/589/815/GCF_017589815.1_ASM1758981v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","33029","SAMN09232396","PRJNA472364","GCA_003173145.1","Contig",3.06407,37.9,,"QGLY01",234,3028,"2018-05-27T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/173/145/GCF_003173145.1_ASM317314v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","IL-KS-5-BL1","SAMN12630207","PRJNA561882","GCA_008269535.1","Contig",2.85778,38,,"VTHM01",24,2784,"2019-09-03T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/269/535/GCF_008269535.1_ASM826953v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","Lm119","SAMN05410687","PRJNA329415","GCA_001712045.1","Contig",3.04814,37.7,,"MDMT01",42,3006,"2016-08-24T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/712/045/GCF_001712045.1_ASM171204v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","2013L-5562","SAMN13941790","PRJNA590944","GCA_014527175.1","Contig",2.8847,38,,"JABXLP01",17,2666,"2020-09-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/527/175/GCA_014527175.1_ASM1452717v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/527/175/GCF_014527175.1_ASM1452717v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","A529","SAMN05410810","PRJNA329415","GCA_001710725.1","Contig",2.91979,37.9,,"MDQQ01",18,2876,"2016-08-24T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/710/725/GCF_001710725.1_ASM171072v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","BCW_4281","SAMN03358009","PRJNA203445","GCA_001827065.1","Scaffold",2.99932,37.8,,"MJPW01",24,2922,"2016-09-29T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/827/065/GCF_001827065.1_ASM182706v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","CDPHFDLB-F14M01632.74-1","SAMN03462182","PRJNA215355","GCA_002489065.1","Contig",3.08006,37.8,,"NYPI01",82,2999,"2017-10-07T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/489/065/GCF_002489065.1_ASM248906v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","S2_2","SAMN03152387","PRJNA264516","GCA_000814565.1","Contig",3.11216,37.8,,"JWHJ01",52,3072,"2015-01-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/814/565/GCA_000814565.1_ASM81456v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/814/565/GCF_000814565.1_ASM81456v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","1054/1,3","SAMN17135036","PRJNA686941","GCA_022096275.1","Scaffold",2.98167,37.8,,"JAENML01",28,2939,"2022-02-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/096/275/GCA_022096275.1_ASM2209627v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/096/275/GCF_022096275.1_ASM2209627v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","Lm4","SAMN05410353","PRJNA329415","GCA_001708685.1","Contig",3.04712,37.7,,"MDEV01",39,3005,"2016-08-23T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/708/685/GCF_001708685.1_ASM170868v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","Lm190","SAMN05410689","PRJNA329415","GCA_001709525.1","Contig",3.05104,37.7,,"MDLY01",35,3015,"2016-08-23T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/709/525/GCF_001709525.1_ASM170952v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","Lm133","SAMN05410688","PRJNA329415","GCA_001712115.1","Contig",3.04943,37.7,,"MDMS01",45,3009,"2016-08-24T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/712/115/GCF_001712115.1_ASM171211v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","S2_3","SAMN03152418","PRJNA264516","GCA_000814545.1","Contig",3.0866,37.8,,"JWHK01",71,3043,"2015-01-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/814/545/GCA_000814545.1_ASM81454v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/814/545/GCF_000814545.1_ASM81454v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","N11-1252","SAMN09947871","PRJNA486730","GCA_003587445.1","Contig",2.92236,37.9,,"QYIQ01",18,2837,"2018-09-21T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/587/445/GCF_003587445.1_ASM358744v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","IN-RH-1-BL1","SAMN12630177","PRJNA561882","GCA_008270035.1","Contig",2.90484,38,,"VTIQ01",13,2811,"2019-09-03T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/270/035/GCF_008270035.1_ASM827003v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","1054/1","SAMN17215571","PRJNA686941","GCA_022507905.1","Scaffold",2.98373,37.8,,"JAENLX01",32,2942,"2022-03-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/507/905/GCA_022507905.1_ASM2250790v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/507/905/GCF_022507905.1_ASM2250790v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","n/a","SAMEA72824668","PRJEB19211","GCA_900162255.1","Contig",3.00594,37.8,,"FUJK01",24,2969,"2017-02-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/162/255/GCA_900162255.1_22A07","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/162/255/GCF_900162255.1_22A07"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","n/a","SAMEA72823168","PRJEB19211","GCA_900162455.1","Contig",3.00609,37.8,,"FUJC01",24,2972,"2017-02-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/162/455/GCA_900162455.1_19D07","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/162/455/GCF_900162455.1_19D07"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","FSL F6-0312","SAMN02741456","PRJNA245909","GCA_000726335.1","Contig",3.12513,37.9,,"JOWB01",21,3063,"2014-07-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/726/335/GCA_000726335.1_ASM72633v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/726/335/GCF_000726335.1_ASM72633v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","FSL R8-7493","SAMN02741603","PRJNA245909","GCA_000728675.1","Contig",3.06383,37.9,,"JPBQ01",24,2983,"2014-07-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/728/675/GCA_000728675.1_ASM72867v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/728/675/GCF_000728675.1_ASM72867v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","CDPHFDLB-F14M01633.75-1","SAMN03462184","PRJNA215355","GCA_002489025.1","Contig",3.06954,37.8,,"NYPH01",39,2998,"2017-10-07T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/489/025/GCF_002489025.1_ASM248902v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","CDPHFDLB-F14M01632.74-2","SAMN03462183","PRJNA215355","GCA_002489035.1","Contig",3.02816,37.8,,"NYRS01",33,2944,"2017-10-07T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/489/035/GCF_002489035.1_ASM248903v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","CDPHFDLB-F14M01604.46-1","SAMN03462169","PRJNA215355","GCA_002489305.1","Contig",3.0707,37.8,,"NYPQ01",40,2999,"2017-10-07T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/489/305/GCF_002489305.1_ASM248930v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","CDPHFDLB-FM17-00158","SAMN08162241","PRJNA215355","GCA_002915665.1","Contig",3.11257,37.8,,"PQGU01",48,3059,"2018-02-05T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/915/665/GCF_002915665.1_ASM291566v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","CDPHFDLB-FM17-00159","SAMN08162217","PRJNA215355","GCA_002915695.1","Contig",3.11349,37.8,,"PQGT01",50,3062,"2018-02-05T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/915/695/GCF_002915695.1_ASM291569v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","CDPHFDLB-FM17-00110","SAMN08162238","PRJNA215355","GCA_002916115.1","Contig",3.03301,37.8,,"PQHG01",33,2951,"2018-02-05T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/916/115/GCF_002916115.1_ASM291611v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","ICDC-LM3049","SAMN10410900","PRJNA505124","GCA_009788345.1","Scaffold",3.01006,37.9,,"RQRF01",11,2834,"2019-12-20T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/788/345/GCF_009788345.1_ASM978834v1"
